HDI,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082046982,0.082689233,0.083331485,0.083973736,0.084615988,0.085258239,0.086425568,0.087592896,0.088760225,0.089927554,0.091094882,0.094046058,0.096997233,0.099948409,0.102899585,0.10585076,0.107634033,0.109417306,0.111200579,0.112983852,0.114767125,0.114702963,0.114638801,0.114574639,0.114510477,0.114446315,0.117696652,0.120946989,0.124197326,0.127447662,0.130697999,0.134567998,0.138437998,0.142307997,0.146177996,0.150047995,0.154440767,0.15883354,0.163226313,0.167619085,0.172011858,0.176543998,0.181076138,0.185608278,0.190140418,0.194672559,0.202672861,0.210673164,0.218673466,0.226673769,0.234674072,0.237884356,0.24109464,0.244304924,0.247515209,0.250725493,0.253805245,0.256884997,0.259964749,0.263044501,0.266124253,0.272227059,0.278329864,0.28443267,0.290535476,0.296638282,0.309876951,0.323115621,0.336354291,0.349592961,0.36283163
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264814857,0.271271353,0.277727848,0.284184344,0.290640839,0.297097334,0.302035634,0.306973934,0.311912233,0.316850533,0.321788833,0.327390497,0.332992162,0.338593826,0.344195491,0.349797155,0.356990841,0.364184527,0.371378213,0.378571899,0.385765585,0.388604212,0.391442838,0.394281465,0.397120091,0.399958718,0.405917541,0.411876365,0.417835188,0.423794012,0.429752835,0.434226962,0.438701089,0.443175215,0.447649342,0.452123469,0.453254634,0.4543858,0.455516965,0.45664813,0.457779295,0.460306351,0.462833406,0.465360462,0.467887517,0.470414573,0.471600357,0.472786141,0.473971925,0.475157709,0.476343494,0.480942808,0.485542121,0.490141435,0.494740749,0.499340063,0.501168226,0.502996389,0.504824552,0.506652715,0.508480877,0.515364575,0.522248272,0.529131969,0.536015666,0.542899363,0.539396308,0.535893252,0.532390197,0.528887142,0.525384086
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416289194,0.420594282,0.42489937,0.429204457,0.433509545,0.437814633,0.440139587,0.44246454,0.444789494,0.447114447,0.449439401,0.445556682,0.441673963,0.437791244,0.433908525,0.430025806,0.433664039,0.437302272,0.440940506,0.444578739,0.448216972,0.456368594,0.464520215,0.472671837,0.480823459,0.48897508,0.499445363,0.509915646,0.52038593,0.530856213,0.541326496,0.550529001,0.559731506,0.56893401,0.578136515,0.58733902,0.588484433,0.589629846,0.590775259,0.591920672,0.593066085
Belgium,0.187250295,0.188870896,0.190491496,0.192112097,0.193732697,0.195353298,0.196973898,0.198594499,0.2002151,0.2018357,0.203456301,0.204885076,0.206313851,0.207742627,0.209171402,0.210600177,0.212028952,0.213457728,0.214886503,0.216315278,0.217744054,0.218854857,0.219965661,0.221076465,0.222187268,0.223298072,0.224408875,0.225519679,0.226630483,0.227741286,0.22885209,0.231064729,0.233277368,0.235490007,0.237702646,0.239915285,0.242127924,0.244340563,0.246553202,0.248765841,0.25097848,0.253191119,0.255403758,0.257616396,0.259700059,0.261783722,0.263867384,0.265951047,0.268034709,0.270118372,0.272202035,0.274285697,0.27636936,0.278453022,0.280536685,0.282620347,0.2844034,0.286186453,0.287969506,0.289752559,0.290104412,0.290456266,0.290808119,0.291159973,0.293999273,0.296838574,0.299677874,0.302517175,0.305356475,0.308740171,0.312123866,0.315507561,0.318891257,0.322274952,0.325658647,0.329042343,0.332426038,0.335809734,0.339193429,0.342577124,0.34596082,0.350931202,0.355901584,0.360871966,0.365842348,0.37081273,0.374226089,0.377639448,0.381052807,0.384466166,0.387879525,0.391947998,0.39601647,0.400084943,0.404153415,0.408221888,0.411679444,0.415137,0.418594557,0.422052113,0.42550967,0.430173395,0.434837121,0.439500846,0.444164572,0.448828297,0.455456621,0.462084945,0.468713268,0.475341592,0.481969916,0.486820237,0.491670558,0.496520879,0.5013712,0.506221521,0.513429854,0.520638188,0.527846521,0.535054854,0.542263187,0.54733301,0.552402833,0.557472656,0.562542479,0.567612301,0.573367462,0.579122622,0.584877783,0.590632943,0.596388103,0.603242549,0.610096995,0.616951441,0.623805887,0.630660333,0.635448705,0.640237078,0.64502545,0.649813823,0.654602195,0.658715144,0.662828092,0.66694104,0.671053988,0.675166936,0.681695488,0.68822404,0.694752592,0.701281143,0.707809695
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28419193,0.286448613,0.288705296,0.290961979,0.293218663,0.295475346,0.296472606,0.297469866,0.298467126,0.299464387,0.300461647,0.30314978,0.305837913,0.308526047,0.31121418,0.313902313,0.316079211,0.318256108,0.320433006,0.322609903,0.324786801,0.329969647,0.335152493,0.340335339,0.345518184,0.35070103,0.355961876,0.361222722,0.366483567,0.371744413,0.377005259,0.378500075,0.379994892,0.381489709,0.382984525,0.384479342,0.3899711,0.395462859,0.400954617,0.406446375,0.411938134,0.415531019,0.419123904,0.422716789,0.426309674,0.429902559,0.432724503,0.435546446,0.43836839,0.441190333,0.444012277,0.44967648,0.455340684,0.461004887,0.46666909,0.472333293,0.480013099,0.487692905,0.495372711,0.503052517,0.510732323,0.507430517,0.504128711,0.500826905,0.4975251,0.494223294,0.482855052,0.471486811,0.460118569,0.448750328,0.437382086
Benin,0.025306494,0.025246473,0.025186452,0.025126431,0.02506641,0.025006389,0.024946368,0.024886347,0.024826326,0.024766305,0.024706284,0.025042041,0.025377798,0.025713555,0.026049313,0.02638507,0.026720827,0.027056584,0.027392341,0.027728098,0.028063856,0.028302574,0.028541293,0.028780012,0.02901873,0.029257449,0.029496167,0.029734886,0.029973605,0.030212323,0.030451042,0.030935822,0.031420603,0.031905384,0.032390164,0.032874945,0.033359725,0.033844506,0.034329286,0.034814067,0.035298848,0.035783628,0.036268409,0.036753189,0.036208185,0.03566318,0.035118175,0.034573171,0.034028166,0.033483161,0.032938157,0.032393152,0.031848147,0.031303143,0.030758138,0.030213133,0.03340985,0.036606567,0.039803283,0.043,0.043,0.043,0.043,0.043,0.043809162,0.044618324,0.045427486,0.046236649,0.047045811,0.047789583,0.048533355,0.049277127,0.050020899,0.050764671,0.051508443,0.052252215,0.052995987,0.05373976,0.054483532,0.055227304,0.055971076,0.057084057,0.058197038,0.059310019,0.060423001,0.061535982,0.062687483,0.063838985,0.064990487,0.066141988,0.06729349,0.069436972,0.071580454,0.073723935,0.075867417,0.078010899,0.078996466,0.079982032,0.080967599,0.081953166,0.082938733,0.085043115,0.087147497,0.089251879,0.09135626,0.093460642,0.097325285,0.101189927,0.105054569,0.108919211,0.112783854,0.116942702,0.12110155,0.125260398,0.129419246,0.133578094,0.136464608,0.139351122,0.142237636,0.14512415,0.148010664,0.150422194,0.152833724,0.155245254,0.157656784,0.160068315,0.162695685,0.165323055,0.167950426,0.170577796,0.173205167,0.175740767,0.178276368,0.180811968,0.183347569,0.185883169,0.189020655,0.192158141,0.195295627,0.198433113,0.201570599,0.204117469,0.206664339,0.209211209,0.211758079,0.21430495,0.219077503,0.223850057,0.228622611,0.233395165,0.238167719
Bolivia,0.037877156,0.038627232,0.039377308,0.040127384,0.04087746,0.041627536,0.042377612,0.043127688,0.043877764,0.04462784,0.045377916,0.045867426,0.046356936,0.046846446,0.047335956,0.047825466,0.048314976,0.048804486,0.049293996,0.049783506,0.050273016,0.051410201,0.052547386,0.053684571,0.054821756,0.055958941,0.057096126,0.058233311,0.059370495,0.06050768,0.061644865,0.063701085,0.065757305,0.067813524,0.069869744,0.071925964,0.073982184,0.076038403,0.078094623,0.080150843,0.082207062,0.084263282,0.086319502,0.088375722,0.090836648,0.093297574,0.0957585,0.098219426,0.100680352,0.103141278,0.105602204,0.10806313,0.110524056,0.112984982,0.115445908,0.117906834,0.119737525,0.121568216,0.123398907,0.125229597,0.125116052,0.125002506,0.124888961,0.124775415,0.127638125,0.130500834,0.133363544,0.136226253,0.139088963,0.140779199,0.142469436,0.144159673,0.14584991,0.147540146,0.149230383,0.15092062,0.152610857,0.154301093,0.15599133,0.157681567,0.159371803,0.160542916,0.161714028,0.162885141,0.164056253,0.165227365,0.166032902,0.166838439,0.167643975,0.168449512,0.169255048,0.172133836,0.175012623,0.17789141,0.180770197,0.183648984,0.186771827,0.18989467,0.193017513,0.196140356,0.199263198,0.203414442,0.207565686,0.21171693,0.215868174,0.220019418,0.224961087,0.229902757,0.234844426,0.239786095,0.244727765,0.24944821,0.254168656,0.258889102,0.263609547,0.268329993,0.271610216,0.274890439,0.278170662,0.281450885,0.284731108,0.289537269,0.29434343,0.299149591,0.303955752,0.308761914,0.312645255,0.316528596,0.320411937,0.324295278,0.328178619,0.332659019,0.337139419,0.341619819,0.346100219,0.350580619,0.35374746,0.3569143,0.360081141,0.363247982,0.366414823,0.368670842,0.370926861,0.37318288,0.375438898,0.377694917,0.38224869,0.386802462,0.391356235,0.395910008,0.40046378
Botswana,0.020145617,0.020147209,0.020148801,0.020150393,0.020151985,0.020153576,0.020155168,0.02015676,0.020158352,0.020159944,0.020161536,0.020749243,0.02133695,0.021924658,0.022512365,0.023100072,0.023687779,0.024275486,0.024863193,0.0254509,0.026038607,0.026533145,0.027027683,0.027522221,0.028016758,0.028511296,0.029005834,0.029500372,0.029994909,0.030489447,0.030983985,0.031789023,0.03259406,0.033399098,0.034204136,0.035009173,0.035814211,0.036619249,0.037424286,0.038229324,0.039034362,0.0398394,0.040644437,0.041449475,0.041908218,0.04236696,0.042825703,0.043284445,0.043743188,0.044201931,0.044660673,0.045119416,0.045578158,0.046036901,0.046495644,0.046954386,0.046954386,0.046954386,0.046954386,0.046954386,0.047996385,0.049038385,0.050080384,0.051122383,0.052273932,0.053425481,0.05457703,0.055728579,0.056880128,0.058514871,0.060149615,0.061784358,0.063419101,0.065053845,0.066688588,0.068323332,0.069958075,0.071592818,0.073227562,0.074862305,0.076497048,0.078775987,0.081054925,0.083333864,0.085612802,0.087891741,0.089488365,0.09108499,0.092681615,0.094278239,0.095874864,0.098716821,0.101558777,0.104400734,0.107242691,0.110084648,0.115584704,0.121084759,0.126584815,0.132084871,0.137584927,0.145093681,0.152602436,0.16011119,0.167619945,0.1751287,0.181508525,0.18788835,0.194268175,0.200648,0.207027826,0.220673123,0.23431842,0.247963717,0.261609014,0.275254312,0.283327202,0.291400093,0.299472983,0.307545873,0.315618764,0.316822958,0.318027152,0.319231346,0.32043554,0.321639734,0.320909711,0.320179689,0.319449666,0.318719644,0.317989621,0.321910204,0.325830788,0.329751371,0.333671954,0.337592537,0.347506055,0.357419572,0.36733309,0.377246607,0.387160125,0.389217421,0.391274717,0.393332013,0.395389309,0.397446605,0.404920446,0.412394286,0.419868127,0.427341968,0.434815809
Brazil,0.047280568,0.047632194,0.047983821,0.048335447,0.048687074,0.049038701,0.049390327,0.049741954,0.05009358,0.050445207,0.050796834,0.051091409,0.051385983,0.051680558,0.051975133,0.052269708,0.052564283,0.052858858,0.053153432,0.053448007,0.053742582,0.054301003,0.054859424,0.055417844,0.055976265,0.056534686,0.057093106,0.057651527,0.058209948,0.058768368,0.059326789,0.060178805,0.061030821,0.061882837,0.062734853,0.063586869,0.064438886,0.065290902,0.066142918,0.066994934,0.06784695,0.068698966,0.069550982,0.070402998,0.071543263,0.072683528,0.073823793,0.074964058,0.076104323,0.077244589,0.078384854,0.079525119,0.080665384,0.081805649,0.082945914,0.084086179,0.085383683,0.086681187,0.087978691,0.089276195,0.091071228,0.092866261,0.094661294,0.096456327,0.098456747,0.100457166,0.102457586,0.104458005,0.106458425,0.111211877,0.11596533,0.120718782,0.125472235,0.130225687,0.13497914,0.139732593,0.144486045,0.149239498,0.15399295,0.158746403,0.163499856,0.167036912,0.170573968,0.174111024,0.17764808,0.181185137,0.184710737,0.188236337,0.191761937,0.195287537,0.198813137,0.201659952,0.204506767,0.207353581,0.210200396,0.213047211,0.217224429,0.221401648,0.225578867,0.229756086,0.233933305,0.237227925,0.240522546,0.243817166,0.247111787,0.250406407,0.256682343,0.262958278,0.269234214,0.27551015,0.281786085,0.288508338,0.295230591,0.301952844,0.308675096,0.315397349,0.320932499,0.326467649,0.332002799,0.337537949,0.343073099,0.347378359,0.351683618,0.355988878,0.360294137,0.364599397,0.369287408,0.373975419,0.37866343,0.383351442,0.388039453,0.392907383,0.397775313,0.402643243,0.407511174,0.412379104,0.416595437,0.42081177,0.425028103,0.429244437,0.43346077,0.433001474,0.432542179,0.432082883,0.431623587,0.431164291,0.432392861,0.43362143,0.434849999,0.436078569,0.437307138
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199615877,0.202197332,0.204778786,0.207360241,0.209941695,0.212523149,0.216305369,0.22008759,0.22386981,0.22765203,0.23143425,0.237491944,0.243549638,0.249607331,0.255665025,0.261722719,0.271570527,0.281418335,0.291266143,0.301113951,0.310961759,0.318153156,0.325344553,0.332535949,0.339727346,0.346918742,0.355286064,0.363653387,0.372020709,0.380388031,0.388755354,0.391692598,0.394629842,0.397567087,0.400504331,0.403441575,0.404568521,0.405695466,0.406822412,0.407949357,0.409076302,0.41230858,0.415540857,0.418773134,0.422005412,0.425237689,0.427756169,0.43027465,0.43279313,0.435311611,0.437830091,0.440394569,0.442959046,0.445523524,0.448088001,0.450652479,0.451946855,0.45324123,0.454535606,0.455829982,0.457124357,0.457876202,0.458628046,0.45937989,0.460131734,0.460883578,0.461771387,0.462659195,0.463547004,0.464434813,0.465322622
Bulgaria,0.096676079,0.097726835,0.098777591,0.099828347,0.100879103,0.10192986,0.102980616,0.104031372,0.105082128,0.106132884,0.107183641,0.108301732,0.109419823,0.110537915,0.111656006,0.112774098,0.113892189,0.11501028,0.116128372,0.117246463,0.118364554,0.120471152,0.122577749,0.124684346,0.126790943,0.12889754,0.131004137,0.133110734,0.135217332,0.137323929,0.139430526,0.140823852,0.142217178,0.143610504,0.14500383,0.146397156,0.147790483,0.149183809,0.150577135,0.151970461,0.153363787,0.154757113,0.156150439,0.157543765,0.159150969,0.160758173,0.162365377,0.163972581,0.165579785,0.167186988,0.168794192,0.170401396,0.1720086,0.173615804,0.175223008,0.176830211,0.179577647,0.182325083,0.185072518,0.187819954,0.192274152,0.196728349,0.201182547,0.205636745,0.208780231,0.211923717,0.215067203,0.21821069,0.221354176,0.225538323,0.229722471,0.233906618,0.238090766,0.242274913,0.246459061,0.250643208,0.254827356,0.259011503,0.263195651,0.267379798,0.271563946,0.279252309,0.286940672,0.294629035,0.302317398,0.310005761,0.319544723,0.329083685,0.338622647,0.348161609,0.357700571,0.363669677,0.369638783,0.375607888,0.381576994,0.3875461,0.390975002,0.394403905,0.397832808,0.401261711,0.404690614,0.40856873,0.412446846,0.416324962,0.420203079,0.424081195,0.426660326,0.429239458,0.431818589,0.434397721,0.436976852,0.438293533,0.439610213,0.440926893,0.442243573,0.443560254,0.445165049,0.446769844,0.448374638,0.449979433,0.451584228,0.453516112,0.455447995,0.457379878,0.459311761,0.461243645,0.464656315,0.468068985,0.471481656,0.474894326,0.478306996,0.484513604,0.490720211,0.496926819,0.503133426,0.509340034,0.515432867,0.521525701,0.527618534,0.533711367,0.539804201,0.538651885,0.537499568,0.536347252,0.535194936,0.53404262,0.537439535,0.54083645,0.544233365,0.54763028,0.551027195
Burkina Faso,0.021718357,0.0217084,0.021698443,0.021688486,0.021678529,0.021668572,0.021658615,0.021648658,0.021638701,0.021628744,0.021618787,0.021620282,0.021621778,0.021623274,0.021624769,0.021626265,0.021627761,0.021629257,0.021630752,0.021632248,0.021633744,0.021737374,0.021841005,0.021944635,0.022048266,0.022151897,0.022255527,0.022359158,0.022462788,0.022566419,0.022670049,0.022966586,0.023263123,0.02355966,0.023856196,0.024152733,0.02444927,0.024745806,0.025042343,0.02533888,0.025635417,0.025931953,0.02622849,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026525027,0.026500647,0.026476267,0.026451887,0.026427507,0.026427507,0.026427507,0.026427507,0.026427507,0.026887165,0.027346823,0.02780648,0.028266138,0.028725796,0.02902954,0.029333285,0.029637029,0.029940773,0.030244518,0.030548262,0.030852006,0.031155751,0.031459495,0.031763239,0.032066984,0.032370728,0.032922034,0.033473339,0.034024645,0.03457595,0.035127256,0.035404731,0.035682206,0.035959681,0.036237156,0.036514631,0.036958642,0.037402653,0.037846664,0.038290675,0.038734687,0.039288364,0.039842041,0.040395719,0.040949396,0.041503074,0.043152507,0.04480194,0.046451373,0.048100806,0.049750239,0.051627115,0.05350399,0.055380866,0.057257742,0.059134618,0.061208718,0.063282818,0.065356919,0.067431019,0.069505119,0.071794129,0.074083138,0.076372148,0.078661158,0.080950167,0.083508566,0.086066964,0.088625362,0.09118376,0.093742158,0.096744565,0.099746972,0.102749379,0.105751786,0.108754193,0.11208057,0.115406946,0.118733323,0.122059699,0.125386076,0.129191938,0.1329978,0.136803662,0.140609524,0.144415386,0.145913479,0.147411573,0.148909667,0.150407761,0.151905855,0.157145384,0.162384914,0.167624444,0.172863973,0.178103503
Burundi,0.01971765,0.019800714,0.019883778,0.019966842,0.020049906,0.020132969,0.020216033,0.020299097,0.020382161,0.020465225,0.020548288,0.020570992,0.020593695,0.020616398,0.020639102,0.020661805,0.020684508,0.020707211,0.020729915,0.020752618,0.020775321,0.020723391,0.02067146,0.02061953,0.0205676,0.020515669,0.020463739,0.020411808,0.020359878,0.020307948,0.020256017,0.020773602,0.021291187,0.021808772,0.022326357,0.022843941,0.023361526,0.023879111,0.024396696,0.024914281,0.025431865,0.02594945,0.026467035,0.02698462,0.027180109,0.027375598,0.027571087,0.027766576,0.027962065,0.028157554,0.028353043,0.028548533,0.028744022,0.028939511,0.029135,0.029330489,0.031159935,0.032989381,0.034818828,0.036648274,0.037599821,0.038551368,0.039502915,0.040454462,0.04071233,0.040970198,0.041228065,0.041485933,0.041743801,0.043095031,0.044446262,0.045797492,0.047148723,0.048499953,0.049851183,0.051202414,0.052553644,0.053904875,0.055256105,0.056607336,0.057958566,0.059714113,0.061469659,0.063225205,0.064980751,0.066736298,0.068245335,0.069754372,0.071263409,0.072772446,0.074281483,0.074261512,0.07424154,0.074221568,0.074201596,0.074181624,0.075641584,0.077101545,0.078561505,0.080021466,0.081481426,0.083069812,0.084658197,0.086246582,0.087834967,0.089423352,0.090829947,0.092236542,0.093643137,0.095049732,0.096456327,0.097369997,0.098283667,0.099197336,0.100111006,0.101024676,0.100836887,0.100649097,0.100461308,0.100273519,0.100085729,0.101703925,0.103322121,0.104940316,0.106558512,0.108176707,0.110663338,0.113149969,0.115636599,0.11812323,0.120609861,0.123870944,0.127132027,0.130393111,0.133654194,0.136915277,0.140932222,0.144949166,0.148966111,0.152983055,0.157,0.159219751,0.161439502,0.163659253,0.165879004,0.168098755,0.168771629,0.169444502,0.170117375,0.170790248,0.171463121
CAR,0.023712622,0.023811988,0.023911354,0.024010721,0.024110087,0.024209453,0.024308819,0.024408185,0.024507552,0.024606918,0.024706284,0.024661788,0.024617292,0.024572796,0.024528299,0.024483803,0.024439307,0.024394811,0.024350315,0.024305819,0.024261323,0.024281216,0.024301109,0.024321002,0.024340895,0.024360788,0.024380681,0.024400574,0.024420467,0.02444036,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024460253,0.024412477,0.024364701,0.024316925,0.024269149,0.027486164,0.030703179,0.033920194,0.037137208,0.040354223,0.041993734,0.043633244,0.045272754,0.046912265,0.048551775,0.050191286,0.051830796,0.053470307,0.055109817,0.056749327,0.058388838,0.060028348,0.06134261,0.062656871,0.063971132,0.065285394,0.066599655,0.067696064,0.068792472,0.069888881,0.070985289,0.072081698,0.073224187,0.074366676,0.075509165,0.076651654,0.077794143,0.079724916,0.08165569,0.083586463,0.085517237,0.08744801,0.089800318,0.092152625,0.094504932,0.09685724,0.099209547,0.103248213,0.107286879,0.111325546,0.115364212,0.119402878,0.120848505,0.122294131,0.123739758,0.125185384,0.126631011,0.128260761,0.129890511,0.13152026,0.13315001,0.13477976,0.134967159,0.135154557,0.135341955,0.135529353,0.135716751,0.135920844,0.136124937,0.13632903,0.136533123,0.136737216,0.13830508,0.139872943,0.141440807,0.14300867,0.144576534,0.147433726,0.150290919,0.153148112,0.156005304,0.158862497,0.159636109,0.160409721,0.161183333,0.161956945,0.162730557,0.16471042,0.166690284,0.168670147,0.170650011,0.172629875
Cambodia,0.021344323,0.021480907,0.021617491,0.021754075,0.021890659,0.022027243,0.022163827,0.022300411,0.022436995,0.022573579,0.022710163,0.02271894,0.022727718,0.022736496,0.022745274,0.022754052,0.02276283,0.022771608,0.022780386,0.022789164,0.022797942,0.022867188,0.022936433,0.023005679,0.023074925,0.023144171,0.023213416,0.023282662,0.023351908,0.023421154,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023490399,0.023988088,0.024485777,0.024983466,0.025481154,0.025978843,0.026476532,0.026974221,0.027471909,0.027969598,0.028467287,0.028964976,0.029462664,0.03370156,0.037940456,0.042179351,0.046418247,0.04781359,0.049208932,0.050604275,0.051999618,0.054921755,0.057843891,0.060766028,0.063688164,0.066610301,0.072992098,0.079373894,0.085755691,0.092137488,0.098519285,0.104901081,0.111282878,0.117664675,0.124046471,0.130428268,0.136810065,0.143191862,0.143708948,0.144226034,0.144743121,0.145260207,0.145777294,0.149502413,0.153227533,0.156952653,0.160677772,0.164402892,0.165563175,0.166723458,0.167883741,0.169044023,0.170204306,0.169176853,0.168149401,0.167121948,0.166094495,0.165067042,0.159859728,0.154652414,0.1494451,0.144237786,0.139030471,0.144796922,0.150563373,0.156329824,0.162096275,0.167862726,0.177417184,0.186971642,0.196526099,0.206080557,0.215635015,0.216967387,0.218299758,0.21963213,0.220964501,0.222296873,0.224011589,0.225726305,0.227441021,0.229155737,0.230870453,0.234809288,0.238748122,0.242686957,0.246625791,0.250564626,0.257764398,0.26496417,0.272163941,0.279363713,0.286563485,0.291598589,0.296633694,0.301668798,0.306703903,0.311739007,0.314890327,0.318041648,0.321192968,0.324344288,0.327495609,0.325739604,0.323983599,0.322227595,0.32047159,0.318715585
Cameroon,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023532684,0.023576853,0.023621022,0.023665191,0.02370936,0.023753529,0.023797698,0.023841867,0.023886036,0.023930205,0.023974374,0.024201232,0.02442809,0.024654948,0.024881807,0.025108665,0.025335523,0.025562381,0.02578924,0.026016098,0.026242956,0.026469814,0.026696673,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.026923531,0.027300042,0.027676553,0.028053064,0.028429575,0.029197632,0.029965688,0.030733744,0.031501801,0.034447365,0.03739293,0.040338495,0.043284059,0.046229624,0.04804357,0.049857517,0.051671463,0.05348541,0.055299356,0.057113303,0.058927249,0.060741196,0.062555142,0.064369088,0.066183035,0.067996981,0.071494794,0.074992606,0.078490418,0.081988231,0.085486043,0.088543036,0.09160003,0.094657023,0.097714017,0.10077101,0.103229261,0.105687511,0.108145761,0.110604011,0.113062261,0.115906432,0.118750603,0.121594774,0.124438945,0.127283116,0.131735527,0.136187938,0.14064035,0.145092761,0.149545172,0.154524853,0.159504534,0.164484215,0.169463896,0.174443577,0.179682026,0.184920476,0.190158926,0.195397375,0.200635825,0.201740064,0.202844303,0.203948542,0.205052782,0.206157021,0.20528637,0.20441572,0.203545069,0.202674418,0.201803767,0.202929292,0.204054816,0.205180341,0.206305865,0.20743139,0.210765914,0.214100439,0.217434964,0.220769488,0.224104013,0.227821704,0.231539394,0.235257085,0.238974776,0.242692467,0.24656291,0.250433354,0.254303797,0.258174241,0.262044684,0.263225177,0.264405669,0.265586162,0.266766654,0.267947147
