HDI,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Japan,0.082677717,0.083556425,0.084435133,0.085313841,0.08619255,0.087071258,0.087949966,0.088828674,0.089707383,0.090586091,0.091464799,0.092807452,0.094150105,0.095492758,0.09683541,0.098178063,0.099520716,0.100863369,0.102206022,0.103548675,0.104891328,0.106735194,0.108579061,0.110422927,0.112266794,0.114110661,0.115954527,0.117798394,0.11964226,0.121486127,0.123329993,0.125004575,0.126679156,0.128353737,0.130028318,0.131702899,0.13337748,0.135052061,0.136726642,0.138401224,0.140075805,0.141750386,0.143424967,0.145099548,0.148380659,0.151661771,0.154942882,0.158223993,0.161505105,0.164786216,0.168067327,0.171348438,0.17462955,0.177910661,0.181191772,0.184472883,0.189625594,0.194778305,0.199931016,0.205083727,0.208908937,0.212734146,0.216559355,0.220384564,0.223345915,0.226307265,0.229268615,0.232229966,0.235191316,0.239427264,0.243663212,0.24789916,0.252135108,0.256371056,0.260607004,0.264842952,0.2690789,0.273314848,0.277550796,0.281786744,0.286022692,0.297859721,0.30969675,0.32153378,0.333370809,0.345207838,0.354472112,0.363736386,0.37300066,0.382264934,0.391529208,0.399418585,0.407307961,0.415197338,0.423086714,0.430976091,0.443299683,0.455623275,0.467946867,0.480270459,0.492594051,0.499713144,0.506832237,0.51395133,0.521070424,0.528189517,0.537032072,0.545874627,0.554717181,0.563559736,0.572402291,0.581888284,0.591374276,0.600860269,0.610346261,0.619832254,0.626432546,0.633032838,0.63963313,0.646233422,0.652833714,0.661326428,0.669819142,0.678311856,0.68680457,0.695297284,0.704516003,0.713734722,0.722953442,0.732172161,0.74139088,0.749194291,0.756997703,0.764801114,0.772604526,0.780407938,0.789013063,0.797618189,0.806223314,0.81482844,0.823433565,0.824278955,0.825124344,0.825969734,0.826815123,0.827660513,0.841880861,0.856101209,0.870321557,0.884541906,0.898762254
Jordan,0.024974333,0.024928843,0.024883354,0.024837865,0.024792376,0.024746887,0.024701398,0.024655909,0.024610419,0.02456493,0.024519441,0.024618837,0.024718233,0.024817629,0.024917025,0.025016421,0.025115817,0.025215213,0.025314609,0.025414005,0.025513401,0.025513401,0.025513401,0.025513401,0.025513401,0.025513401,0.025513401,0.025513401,0.025513401,0.025513401,0.025513401,0.026107627,0.026701853,0.027296079,0.027890305,0.028484531,0.029078756,0.029672982,0.030267208,0.030861434,0.03145566,0.032049886,0.032644112,0.033238337,0.034823608,0.036408878,0.037994148,0.039579418,0.041164689,0.042749959,0.044335229,0.045920499,0.047505769,0.04909104,0.05067631,0.05226158,0.055055222,0.057848864,0.060642506,0.063436148,0.06383252,0.064228892,0.064625264,0.065021636,0.070151046,0.075280456,0.080409865,0.085539275,0.090668685,0.092953892,0.095239099,0.097524306,0.099809513,0.10209472,0.104379927,0.106665134,0.108950342,0.111235549,0.113520756,0.115805963,0.11809117,0.124673842,0.131256515,0.137839187,0.14442186,0.151004532,0.156066411,0.161128289,0.166190168,0.171252047,0.176313925,0.179966997,0.183620068,0.187273139,0.190926211,0.194579282,0.198644942,0.202710602,0.206776263,0.210841923,0.214907583,0.220924675,0.226941767,0.232958858,0.23897595,0.244993042,0.251465522,0.257938001,0.264410481,0.270882961,0.27735544,0.284642801,0.291930161,0.299217522,0.306504882,0.313792243,0.321364572,0.328936902,0.336509232,0.344081561,0.351653891,0.357115111,0.362576332,0.368037553,0.373498773,0.378959994,0.383961172,0.388962349,0.393963527,0.398964705,0.403965883,0.410399781,0.416833679,0.423267577,0.429701475,0.436135373,0.441083676,0.446031978,0.450980281,0.455928583,0.460876886,0.467526869,0.474176852,0.480826835,0.487476818,0.494126801,0.496387213,0.498647626,0.500908038,0.503168451,0.505428864
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398063604,0.403935208,0.409806812,0.415678416,0.42155002,0.427421623,0.427843762,0.428265901,0.428688039,0.429110178,0.429532317,0.42745688,0.425381444,0.423306007,0.421230571,0.419155134,0.423654784,0.428154434,0.432654083,0.437153733,0.441653383,0.448236241,0.454819099,0.461401957,0.467984815,0.474567673,0.483443437,0.4923192,0.501194963,0.510070727,0.51894649,0.523942838,0.528939186,0.533935534,0.538931882,0.54392823,0.548168499,0.552408768,0.556649037,0.560889306,0.565129575
Kenya,0.028613012,0.028787725,0.028962438,0.029137151,0.029311863,0.029486576,0.029661289,0.029836002,0.030010715,0.030185428,0.030360141,0.030717149,0.031074157,0.031431165,0.031788173,0.032145181,0.032502188,0.032859196,0.033216204,0.033573212,0.03393022,0.034162903,0.034395585,0.034628268,0.03486095,0.035093633,0.035326315,0.035558998,0.03579168,0.036024363,0.036257045,0.036448747,0.03664045,0.036832152,0.037023854,0.037215556,0.037407258,0.03759896,0.037790662,0.037982364,0.038174066,0.038365768,0.03855747,0.038749172,0.039190263,0.039631354,0.040072444,0.040513535,0.040954626,0.041395717,0.041836807,0.042277898,0.042718989,0.04316008,0.04360117,0.044042261,0.044292042,0.044541824,0.044791605,0.045041386,0.045141677,0.045241968,0.045342259,0.04544255,0.046821575,0.048200599,0.049579623,0.050958647,0.052337672,0.055929903,0.059522135,0.063114367,0.066706599,0.07029883,0.073891062,0.077483294,0.081075525,0.084667757,0.088259989,0.09185222,0.095444452,0.098430278,0.101416103,0.104401929,0.107387755,0.11037358,0.112834026,0.115294471,0.117754916,0.120215361,0.122675806,0.125233604,0.127791401,0.130349199,0.132906997,0.135464794,0.14047587,0.145486947,0.150498023,0.155509099,0.160520175,0.163735079,0.166949983,0.170164888,0.173379792,0.176594696,0.183008272,0.189421847,0.195835423,0.202248998,0.208662574,0.212200895,0.215739215,0.219277536,0.222815856,0.226354177,0.228679058,0.231003938,0.233328819,0.235653699,0.23797858,0.237125158,0.236271737,0.235418315,0.234564894,0.233711472,0.234120522,0.234529572,0.234938622,0.235347673,0.235756723,0.239854034,0.243951345,0.248048656,0.252145967,0.256243278,0.258676291,0.261109304,0.263542317,0.26597533,0.268408343,0.269922391,0.271436439,0.272950487,0.274464535,0.275978583,0.278272644,0.280566705,0.282860766,0.285154827,0.287448888
Kuwait,0.024364958,0.024428762,0.024492565,0.024556369,0.024620173,0.024683977,0.024747781,0.024811584,0.024875388,0.024939192,0.025002996,0.024978953,0.02495491,0.024930867,0.024906824,0.024882782,0.024858739,0.024834696,0.024810653,0.02478661,0.024762567,0.024830425,0.024898282,0.02496614,0.025033997,0.025101855,0.025169712,0.02523757,0.025305427,0.025373285,0.025441142,0.025640616,0.02584009,0.026039563,0.026239037,0.026438511,0.026637984,0.026837458,0.027036931,0.027236405,0.027435879,0.027635352,0.027834826,0.0280343,0.028675399,0.029316499,0.029957598,0.030598698,0.031239797,0.031880897,0.032521996,0.033163096,0.033804195,0.034445295,0.035086394,0.035727494,0.039996397,0.0442653,0.048534203,0.052803106,0.053932296,0.055061485,0.056190674,0.057319863,0.05797171,0.058623557,0.059275404,0.059927251,0.060579098,0.071302964,0.082026831,0.092750697,0.103474563,0.11419843,0.124922296,0.135646162,0.146370029,0.157093895,0.167817761,0.178541628,0.189265494,0.193893463,0.198521431,0.2031494,0.207777369,0.212405337,0.217274603,0.222143868,0.227013133,0.231882398,0.236751664,0.241802877,0.246854091,0.251905305,0.256956518,0.262007732,0.267986614,0.273965497,0.279944379,0.285923261,0.291902144,0.293845649,0.295789154,0.297732659,0.299676165,0.30161967,0.308835218,0.316050767,0.323266315,0.330481863,0.337697411,0.343211227,0.348725044,0.35423886,0.359752676,0.365266492,0.366488928,0.367711364,0.368933801,0.370156237,0.371378673,0.379485835,0.387592998,0.395700161,0.403807324,0.411914486,0.413302034,0.414689581,0.416077129,0.417464676,0.418852223,0.420296852,0.421741481,0.42318611,0.424630739,0.426075368,0.428230865,0.430386362,0.432541859,0.434697356,0.436852854,0.445715075,0.454577297,0.463439518,0.47230174,0.481163961,0.474590438,0.468016915,0.461443391,0.454869868,0.448296345
Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367302374,0.372151054,0.376999734,0.381848415,0.386697095,0.391545775,0.393235709,0.394925643,0.396615577,0.398305511,0.399995445,0.394512071,0.389028696,0.383545321,0.378061946,0.372578571,0.376547519,0.380516466,0.384485414,0.388454361,0.392423309,0.394363163,0.396303016,0.39824287,0.400182724,0.402122577,0.406524206,0.410925835,0.415327463,0.419729092,0.424130721,0.431174422,0.438218123,0.445261825,0.452305526,0.459349228,0.461914249,0.46447927,0.467044292,0.469609313,0.472174334
Lao,0.020548288,0.020673758,0.020799227,0.020924696,0.021050165,0.021175634,0.021301103,0.021426573,0.021552042,0.021677511,0.02180298,0.021797012,0.021791044,0.021785076,0.021779109,0.021773141,0.021767173,0.021761205,0.021755237,0.021749269,0.021743301,0.021791332,0.021839364,0.021887395,0.021935427,0.021983458,0.022031489,0.022079521,0.022127552,0.022175583,0.022223615,0.022294963,0.022366311,0.022437659,0.022509007,0.022580355,0.022651703,0.022723051,0.022794399,0.022865748,0.022937096,0.023008444,0.023079792,0.02315114,0.023162556,0.023173972,0.023185388,0.023196804,0.02320822,0.023219636,0.023231052,0.023242468,0.023253884,0.0232653,0.023276716,0.023288132,0.023253884,0.023219636,0.023185388,0.02315114,0.02451853,0.025885921,0.027253311,0.028620701,0.030969071,0.033317442,0.035665812,0.038014182,0.040362552,0.043895243,0.047427933,0.050960624,0.054493314,0.058026005,0.061558696,0.065091386,0.068624077,0.072156767,0.075689458,0.079222149,0.082754839,0.084672032,0.086589225,0.088506418,0.090423611,0.092340804,0.093346213,0.094351623,0.095357033,0.096362442,0.097367852,0.098298079,0.099228306,0.100158534,0.101088761,0.102018988,0.103467529,0.104916069,0.10636461,0.107813151,0.109261692,0.112179315,0.115096938,0.118014562,0.120932185,0.123849809,0.128818379,0.133786949,0.138755519,0.14372409,0.14869266,0.152827466,0.156962271,0.161097077,0.165231882,0.169366688,0.172837006,0.176307324,0.179777642,0.18324796,0.186718278,0.190912478,0.195106679,0.199300879,0.203495079,0.20768928,0.211666325,0.21564337,0.219620415,0.22359746,0.227574505,0.232689871,0.237805237,0.242920604,0.24803597,0.253151336,0.259345911,0.265540485,0.27173506,0.277929634,0.284124209,0.286843357,0.289562505,0.292281653,0.295000802,0.29771995,0.30116401,0.30460807,0.30805213,0.31149619,0.31494025
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42943124,0.434249044,0.439066849,0.443884654,0.448702459,0.453520264,0.456238418,0.458956572,0.461674726,0.46439288,0.467111034,0.46314207,0.459173106,0.455204141,0.451235177,0.447266213,0.452324219,0.457382225,0.462440232,0.467498238,0.472556245,0.48084099,0.489125735,0.49741048,0.505695225,0.51397997,0.518591098,0.523202225,0.527813353,0.532424481,0.537035608,0.547446796,0.557857983,0.56826917,0.578680357,0.589091545,0.606153157,0.623214769,0.640276382,0.657337994,0.674399606
Lebanon,0.035209581,0.035854465,0.036499349,0.037144233,0.037789117,0.038434001,0.039078886,0.03972377,0.040368654,0.041013538,0.041658422,0.042482712,0.043307002,0.044131292,0.044955581,0.045779871,0.046604161,0.047428451,0.048252741,0.049077031,0.049901321,0.050653966,0.051406612,0.052159258,0.052911904,0.05366455,0.054417196,0.055169842,0.055922488,0.056675134,0.05742778,0.058529544,0.059631309,0.060733074,0.061834838,0.062936603,0.064038368,0.065140133,0.066241897,0.067343662,0.068445427,0.069547191,0.070648956,0.071750721,0.07507744,0.07840416,0.081730879,0.085057599,0.088384318,0.091711038,0.095037757,0.098364477,0.101691196,0.105017916,0.108344635,0.111671355,0.114919957,0.118168559,0.121417161,0.124665763,0.128279528,0.131893294,0.135507059,0.139120825,0.143299109,0.147477393,0.151655677,0.155833961,0.160012245,0.162928732,0.165845218,0.168761705,0.171678191,0.174594678,0.177511165,0.180427651,0.183344138,0.186260624,0.189177111,0.192093598,0.195010084,0.199087421,0.203164757,0.207242093,0.21131943,0.215396766,0.217384278,0.219371789,0.221359301,0.223346813,0.225334324,0.230637693,0.235941061,0.241244429,0.246547797,0.251851165,0.256764061,0.261676958,0.266589854,0.271502751,0.276415647,0.2812051,0.285994553,0.290784006,0.295573459,0.300362912,0.304674076,0.30898524,0.313296404,0.317607569,0.321918733,0.325001212,0.328083691,0.331166169,0.334248648,0.337331127,0.333452318,0.329573509,0.3256947,0.321815891,0.317937081,0.331180039,0.344422998,0.357665956,0.370908914,0.384151872,0.388568532,0.392985192,0.397401852,0.401818512,0.406235172,0.413067704,0.419900237,0.426732769,0.433565301,0.440397834,0.448235196,0.456072558,0.46390992,0.471747282,0.479584644,0.479373107,0.47916157,0.478950033,0.478738496,0.478526959,0.472480836,0.466434713,0.46038859,0.454342468,0.448296345
Lesotho,0.019976588,0.020059589,0.02014259,0.02022559,0.020308591,0.020391592,0.020474592,0.020557593,0.020640594,0.020723594,0.020806595,0.021517243,0.022227891,0.022938539,0.023649187,0.024359835,0.025070484,0.025781132,0.02649178,0.027202428,0.027913076,0.028852044,0.029791013,0.030729982,0.03166895,0.032607919,0.033546887,0.034485856,0.035424825,0.036363793,0.037302762,0.038077095,0.038851427,0.03962576,0.040400093,0.041174426,0.041948758,0.042723091,0.043497424,0.044271756,0.045046089,0.045820422,0.046594755,0.047369087,0.048269815,0.049170542,0.050071269,0.050971996,0.051872724,0.052773451,0.053674178,0.054574906,0.055475633,0.05637636,0.057277087,0.058177815,0.059421941,0.060666068,0.061910195,0.063154322,0.064103889,0.065053457,0.066003024,0.066952591,0.069030974,0.071109358,0.073187741,0.075266124,0.077344507,0.079332288,0.08132007,0.083307851,0.085295633,0.087283414,0.089271195,0.091258977,0.093246758,0.09523454,0.097222321,0.099210103,0.101197884,0.103827344,0.106456804,0.109086264,0.111715724,0.114345184,0.116498469,0.118651754,0.120805039,0.122958324,0.12511161,0.128627455,0.1321433,0.135659146,0.139174991,0.142690837,0.144907412,0.147123987,0.149340563,0.151557138,0.153773714,0.157165545,0.160557377,0.163949208,0.16734104,0.170732871,0.174965535,0.1791982,0.183430864,0.187663528,0.191896192,0.194278699,0.196661206,0.199043714,0.201426221,0.203808728,0.20816866,0.212528593,0.216888525,0.221248457,0.225608389,0.22630506,0.227001731,0.227698401,0.228395072,0.229091742,0.226300369,0.223508996,0.220717623,0.21792625,0.215134877,0.216716973,0.218299069,0.219881165,0.221463262,0.223045358,0.225640109,0.22823486,0.230829611,0.233424362,0.236019112,0.239568242,0.243117372,0.246666501,0.250215631,0.253764761,0.255530289,0.257295818,0.259061347,0.260826875,0.262592404
Liberia,0.026262553,0.026251425,0.026240296,0.026229168,0.02621804,0.026206911,0.026195783,0.026184655,0.026173526,0.026162398,0.02615127,0.026305311,0.026459352,0.026613393,0.026767434,0.026921475,0.027075516,0.027229557,0.027383599,0.02753764,0.027691681,0.028017685,0.028343689,0.028669693,0.028995697,0.029321701,0.029647705,0.029973708,0.030299712,0.030625716,0.03095172,0.032281686,0.033611652,0.034941617,0.036271583,0.037601549,0.038931514,0.04026148,0.041591446,0.042921411,0.044251377,0.045581343,0.046911308,0.048241274,0.048677555,0.049113836,0.049550117,0.049986398,0.050422679,0.05085896,0.051295242,0.051731523,0.052167804,0.052604085,0.053040366,0.053476647,0.054827598,0.056178548,0.057529499,0.05888045,0.058755961,0.058631472,0.058506983,0.058382494,0.060287149,0.062191804,0.064096459,0.066001114,0.067905769,0.068475797,0.069045825,0.069615853,0.070185881,0.070755909,0.071325937,0.071895965,0.072465993,0.073036021,0.073606049,0.074176076,0.074746104,0.07689534,0.079044576,0.081193811,0.083343047,0.085492283,0.087748015,0.090003747,0.092259479,0.094515211,0.096770943,0.099420504,0.102070066,0.104719627,0.107369189,0.110018751,0.113306536,0.116594322,0.119882107,0.123169893,0.126457679,0.130520124,0.13458257,0.138645016,0.142707462,0.146769907,0.149170045,0.151570182,0.15397032,0.156370457,0.158770595,0.160015006,0.161259416,0.162503827,0.163748237,0.164992648,0.157983609,0.150974571,0.143965532,0.136956493,0.129947455,0.127895803,0.125844151,0.123792499,0.121740848,0.119689196,0.131863313,0.14403743,0.156211548,0.168385665,0.180559782,0.184650666,0.188741549,0.192832433,0.196923316,0.2010142,0.205617535,0.210220871,0.214824206,0.219427542,0.224030877,0.226526804,0.229022731,0.231518657,0.234014584,0.23651051,0.239410851,0.242311192,0.245211533,0.248111874,0.251012214
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416289194,0.421115877,0.42594256,0.430769243,0.435595926,0.44042261,0.444715647,0.449008685,0.453301723,0.457594761,0.461887798,0.457957564,0.454027329,0.450097095,0.446166861,0.442236626,0.450062619,0.457888613,0.465714606,0.4735406,0.481366593,0.489578337,0.497790081,0.506001825,0.514213569,0.522425312,0.529687287,0.536949261,0.544211236,0.55147321,0.558735185,0.57252751,0.586319836,0.600112162,0.613904488,0.627696813,0.639531217,0.651365621,0.663200025,0.675034429,0.686868833
Lybia,0.018713714,0.018871264,0.019028814,0.019186364,0.019343914,0.019501464,0.019659014,0.019816564,0.019974114,0.020131664,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020449886,0.020610557,0.020771228,0.020931899,0.021092571,0.021253242,0.021413913,0.021574585,0.021735256,0.021895927,0.022280253,0.022664579,0.023048905,0.02343323,0.023817556,0.024201882,0.024586208,0.024970534,0.025354859,0.025739185,0.026123511,0.026507837,0.026892162,0.027328881,0.027765599,0.028202317,0.028639036,0.029075754,0.029512472,0.02994919,0.030385909,0.030822627,0.031259345,0.031696063,0.032132782,0.033498804,0.034864826,0.036230848,0.03759687,0.03806387,0.038530871,0.038997872,0.039464873,0.040225396,0.040985919,0.041746441,0.042506964,0.043267487,0.044932425,0.046597363,0.048262301,0.049927239,0.051592177,0.053257115,0.054922053,0.05658699,0.058251928,0.059916866,0.061581804,0.063246742,0.065751424,0.068256106,0.070760787,0.073265469,0.075770151,0.078838665,0.081907179,0.084975693,0.088044207,0.091112722,0.09757836,0.104043998,0.110509637,0.116975275,0.123440914,0.130182918,0.136924922,0.143666926,0.15040893,0.157150934,0.163870339,0.170589743,0.177309148,0.184028552,0.190747957,0.200072597,0.209397238,0.218721878,0.228046518,0.237371159,0.244622625,0.25187409,0.259125556,0.266377022,0.273628487,0.280323832,0.287019177,0.293714522,0.300409867,0.307105212,0.312178956,0.3172527,0.322326444,0.327400189,0.332473933,0.335939125,0.339404316,0.342869508,0.3463347,0.349799892,0.3554239,0.361047907,0.366671914,0.372295922,0.377919929,0.383742626,0.389565322,0.395388019,0.401210715,0.407033412,0.392248611,0.37746381,0.362679009,0.347894208,0.333109407,0.333862112,0.334614818,0.335367523,0.336120228,0.336872934
Madagascar,0.027394843,0.027690883,0.027986924,0.028282965,0.028579006,0.028875047,0.029171087,0.029467128,0.029763169,0.03005921,0.03035525,0.030534212,0.030713175,0.030892137,0.031071099,0.031250061,0.031429023,0.031607985,0.031786947,0.031965909,0.032144871,0.033114021,0.034083171,0.035052321,0.036021471,0.036990621,0.037959771,0.038928921,0.039898071,0.040867221,0.041836371,0.042202121,0.042567871,0.042933621,0.043299371,0.043665121,0.044030871,0.044396621,0.044762371,0.045128121,0.045493871,0.045859621,0.046225371,0.04659112,0.047606136,0.048621152,0.049636167,0.050651183,0.051666199,0.052681214,0.05369623,0.054711246,0.055726261,0.056741277,0.057756293,0.058771308,0.059811325,0.060851342,0.061891358,0.062931375,0.063634469,0.064337562,0.065040656,0.06574375,0.06679636,0.067848971,0.068901582,0.069954192,0.071006803,0.072458655,0.073910508,0.075362361,0.076814213,0.078266066,0.079717919,0.081169771,0.082621624,0.084073476,0.085525329,0.086977182,0.088429034,0.090906745,0.093384457,0.095862168,0.098339879,0.10081759,0.102765551,0.104713511,0.106661472,0.108609433,0.110557394,0.111521908,0.112486422,0.113450937,0.114415451,0.115379966,0.117253751,0.119127536,0.121001321,0.122875106,0.124748891,0.127408943,0.130068994,0.132729045,0.135389097,0.138049148,0.138915536,0.139781924,0.140648313,0.141514701,0.142381089,0.143855962,0.145330836,0.146805709,0.148280582,0.149755456,0.152774864,0.155794272,0.158813681,0.161833089,0.164852497,0.167014641,0.169176784,0.171338928,0.173501071,0.175663215,0.178770042,0.181876869,0.184983696,0.188090522,0.191197349,0.19531685,0.19943635,0.203555851,0.207675351,0.211794852,0.215848233,0.219901614,0.223954996,0.228008377,0.232061758,0.236583444,0.24110513,0.245626816,0.250148502,0.254670188,0.250887495,0.247104802,0.243322109,0.239539416,0.235756723
Malawi,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032132782,0.032126483,0.032120185,0.032113887,0.032107589,0.032101291,0.032094992,0.032088694,0.032082396,0.032076098,0.0320698,0.032080363,0.032090926,0.032101489,0.032112052,0.032122615,0.032133178,0.032143741,0.032154305,0.032164868,0.032175431,0.032185994,0.032196557,0.03220712,0.032527432,0.032847743,0.033168055,0.033488367,0.033808679,0.03412899,0.034449302,0.034769614,0.035089925,0.035410237,0.035730549,0.03605086,0.036377097,0.036703334,0.037029571,0.037355808,0.038689018,0.040022227,0.041355437,0.042688647,0.043511295,0.044333943,0.04515659,0.045979238,0.046801886,0.047152363,0.04750284,0.047853317,0.048203794,0.048554272,0.048904749,0.049255226,0.049605703,0.04995618,0.050306657,0.050657134,0.051007611,0.053232701,0.055457791,0.057682881,0.059907971,0.062133061,0.064320832,0.066508602,0.068696373,0.070884143,0.073071913,0.07375694,0.074441967,0.075126994,0.075812021,0.076497048,0.078466313,0.080435578,0.082404842,0.084374107,0.086343371,0.090224075,0.094104779,0.097985483,0.101866187,0.105746891,0.109656145,0.113565399,0.117474653,0.121383907,0.125293162,0.127707671,0.130122181,0.13253669,0.1349512,0.137365709,0.137060877,0.136756044,0.136451212,0.13614638,0.135841547,0.137346896,0.138852245,0.140357593,0.141862942,0.14336829,0.146159436,0.148950581,0.151741726,0.154532871,0.157324016,0.163307623,0.169291231,0.175274838,0.181258445,0.187242052,0.191414329,0.195586606,0.199758883,0.20393116,0.208103437,0.210112377,0.212121316,0.214130255,0.216139195,0.218148134,0.220204691,0.222261249,0.224317806,0.226374363,0.228430921
Malaysia,0.025038525,0.025131687,0.025224849,0.025318011,0.025411173,0.025504335,0.025597497,0.025690659,0.025783821,0.025876983,0.025970145,0.026055819,0.026141492,0.026227166,0.02631284,0.026398514,0.026484188,0.026569861,0.026655535,0.026741209,0.026826883,0.02733846,0.027850036,0.028361613,0.02887319,0.029384767,0.029896344,0.03040792,0.030919497,0.031431074,0.031942651,0.032168527,0.032394403,0.032620279,0.032846155,0.033072032,0.033297908,0.033523784,0.03374966,0.033975536,0.034201412,0.034427288,0.034653164,0.034879041,0.035731572,0.036584103,0.037436634,0.038289165,0.039141697,0.039994228,0.040846759,0.04169929,0.042551821,0.043404353,0.044256884,0.045109415,0.048381275,0.051653134,0.054924994,0.058196854,0.061664845,0.065132837,0.068600829,0.07206882,0.073997515,0.075926209,0.077854904,0.079783598,0.081712293,0.086100689,0.090489085,0.094877482,0.099265878,0.103654275,0.108042671,0.112431067,0.116819464,0.12120786,0.125596257,0.129984653,0.13437305,0.137706277,0.141039503,0.14437273,0.147705957,0.151039184,0.155105996,0.159172808,0.16323962,0.167306433,0.171373245,0.176915822,0.182458399,0.188000977,0.193543554,0.199086131,0.206132263,0.213178394,0.220224526,0.227270657,0.234316789,0.241284333,0.248251878,0.255219423,0.262186967,0.269154512,0.278286593,0.287418673,0.296550754,0.305682834,0.314814915,0.32311466,0.331414406,0.339714151,0.348013896,0.356313642,0.362505394,0.368697146,0.374888899,0.381080651,0.387272403,0.397264718,0.407257032,0.417249347,0.427241661,0.437233976,0.441128455,0.445022935,0.448917414,0.452811894,0.456706373,0.461043854,0.465381334,0.469718814,0.474056294,0.478393774,0.482267915,0.486142057,0.490016198,0.493890339,0.497764481,0.50338678,0.509009079,0.514631378,0.520253678,0.525875977,0.53167965,0.537483323,0.543286995,0.549090668,0.554894341
